pmid	publication_types	grant_id	grant_acronym	grant_country	grant_agency	us_gov_funding	other_funding	covid
35030987	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35031512	D016428:Journal Article; D016454:Review					False	False	False
35032278	D016428:Journal Article					False	False	False
35032565	D016428:Journal Article; D016454:Review					False	False	False
35034049	D016428:Journal Article					False	False	False
35034092	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35034396	D016422:Letter					False	False	False
35034568	D016428:Journal Article					False	False	False
35034585	D016428:Journal Article; D017418:Meta-Analysis; D000078182:Systematic Review					False	False	False
35037282	D002363:Case Reports; D016422:Letter					False	False	False
35037787	D002363:Case Reports; D016428:Journal Article					False	False	False
35039323	D016428:Journal Article; D016454:Review					False	False	False
35040109	D016428:Journal Article					False	False	False
35040111	D016428:Journal Article					False	False	False
35040112	D016428:Journal Article					False	False	True
35040152	D016428:Journal Article; D016454:Review	R01AR073938	AR	United States	NIAMS NIH HHS	True	False	False
35040376	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	True
35043251	D016428:Journal Article					False	False	False
35043357	D016428:Journal Article; D064888:Observational Study					False	False	False
35044290	D016428:Journal Article					False	False	False
35044573	D023362:Evaluation Study; D016428:Journal Article					False	False	False
35045177	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35045788	D016428:Journal Article					False	False	False
35046033	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	MC_U105181009	MRC_	United Kingdom	Medical Research Council	False	True	False
35046109	D016428:Journal Article	PJT- 376384	CAPMC	Canada	 CIHR	False	True	False
35048169	D016428:Journal Article					False	False	False
35048776	D016428:Journal Article					False	False	False
35048994	D016428:Journal Article; D016454:Review					False	False	False
35048998	D016428:Journal Article					False	False	False
35049593	D016428:Journal Article					False	False	False
35049609	D016428:Journal Article					False	False	False
35050243	D016428:Journal Article					False	False	False
35050333	D016421:Editorial; D016420:Comment					False	False	False
35051377	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 GM128209	GM	United States	NIGMS NIH HHS	True	True	False
35051601	D016428:Journal Article					False	False	False
35051755	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	P 29099	FWF_	Austria	Austrian Science Fund FWF	False	True	False
35052414	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D016454:Review					False	True	False
35057587	D016428:Journal Article					False	False	True
35057596	D016428:Journal Article; D064888:Observational Study					False	False	False
35057696	D016428:Journal Article					False	False	True
35059734	D016428:Journal Article					False	False	False
35059816	D016428:Journal Article; D016454:Review					False	False	True
35059841	D016428:Journal Article					False	False	False
35060207	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35060838	D016428:Journal Article; D016448:Multicenter Study					False	False	False
35060842	D016428:Journal Article					False	False	True
35061805	D016428:Journal Article					False	False	False
35061916	D016428:Journal Article					False	False	False
35062045	D016428:Journal Article					False	False	False
35063126	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	True	False
35063442	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35063859	D016428:Journal Article					False	False	False
35064378	D016428:Journal Article					False	False	False
35064472	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35064812	D016422:Letter					False	False	True
35064929	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't	R01 AR076390	AR	United States	NIAMS NIH HHS	True	True	False
35066640	D016428:Journal Article					False	False	False
35066792	D016428:Journal Article					False	False	False
35066822	D016428:Journal Article					False	False	False
35067505	D016428:Journal Article					False	False	False
35067827	D016428:Journal Article; D064888:Observational Study					False	False	False
35067895	D016428:Journal Article					False	False	False
35068000	D016422:Letter					False	False	False
35068386	D016428:Journal Article; D016449:Randomized Controlled Trial					False	False	False
35071530	D002363:Case Reports					False	False	False
35072264	D016428:Journal Article					False	False	False
35072299	D016428:Journal Article					False	False	False
35072888	D016428:Journal Article; D016454:Review; D059040:Video-Audio Media					False	False	False
35072927	D016428:Journal Article					False	False	False
35074418	D016428:Journal Article					False	False	False
35074452	D016428:Journal Article					False	False	False
35075948	D016428:Journal Article					False	False	False
35075995	D002363:Case Reports; D016428:Journal Article; D016454:Review					False	False	False
35076329	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013486:Research Support, U.S. Gov't, Non-P.H.S.	R01 EY030851	EY	United States	NEI NIH HHS	True	True	False
35076334	D016428:Journal Article					False	False	False
35076344	D016421:Editorial					False	False	False
35076352	D016428:Journal Article; D016454:Review					False	False	False
35076722	D016428:Journal Article					False	False	False
35076728	D016428:Journal Article					False	False	False
35077988	D016428:Journal Article					False	False	False
35078083	D016428:Journal Article					False	False	False
35078345	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	P30 CA008748	CA	United States	NCI NIH HHS	True	False	False
35078730	D016428:Journal Article					False	False	False
35080131	D016428:Journal Article					False	False	False
35080185	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35080596	D016428:Journal Article; D016454:Review					False	False	True
35081095	D016428:Journal Article; D064888:Observational Study					False	False	False
35081439	D016428:Journal Article					False	False	False
35081629	D004740:English Abstract; D016428:Journal Article					False	False	False
35081880	D016428:Journal Article; D016448:Multicenter Study					False	False	False
35082167	D016428:Journal Article	P30 CA006927	CA	United States	NCI NIH HHS	True	False	False
35083515	D016428:Journal Article					False	False	False
35083655	D016428:Journal Article					False	False	False
35084245	D016428:Journal Article; D016454:Review					False	False	False
35084661	D016428:Journal Article					False	False	False
35085159	D016428:Journal Article					False	False	False
35085784	D016428:Journal Article; D016454:Review; D013486:Research Support, U.S. Gov't, Non-P.H.S.					True	False	True
35085960	D016422:Letter					False	False	False
35086409	D016428:Journal Article					False	False	False
35086441	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35086595	D016428:Journal Article; D016454:Review					False	False	False
35088116	D016422:Letter					False	False	False
35088194	D002363:Case Reports; D016428:Journal Article					False	False	False
35088429	D017426:Clinical Trial, Phase I; D016428:Journal Article					False	False	False
35089317	D016428:Journal Article; D013486:Research Support, U.S. Gov't, Non-P.H.S.	I01 CX001897	CX	United States	CSRD VA	True	False	True
35089465	D016428:Journal Article					False	False	False
35089598	D016428:Journal Article					False	False	False
35091101	D016428:Journal Article					False	False	False
35091688	D016422:Letter					False	False	False
35091878	D016428:Journal Article					False	False	False
35092418	D017428:Clinical Trial, Phase III; D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial					False	False	False
35092613	D016428:Journal Article					False	False	False
35092861	D016428:Journal Article					False	False	False
35092877	D002363:Case Reports; D016422:Letter					False	False	False
35093552	D016428:Journal Article					False	False	False
35093999	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35094205	D016428:Journal Article					False	False	False
35094290	D016428:Journal Article					False	False	False
35094639	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35094663	D016428:Journal Article					False	False	False
35094669	D016428:Journal Article					False	False	False
35094672	D016422:Letter					False	False	True
35094677	D016428:Journal Article; D016454:Review					False	False	False
35096659	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't; D013487:Research Support, U.S. Gov't, P.H.S.					True	True	False
35096972	D016428:Journal Article; D016454:Review	R01 AR078045	AR	United States	NIAMS NIH HHS	True	False	False
35097107	D016428:Journal Article					False	False	False
35098616	D016428:Journal Article					False	False	False
35098820	D016428:Journal Article; D016448:Multicenter Study; D016449:Randomized Controlled Trial; D013485:Research Support, Non-U.S. Gov't					False	True	False
35098828	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural	K01 DA046234	DA	United States	NIDA NIH HHS	True	False	False
35098837	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35098838	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35099268	D016428:Journal Article; D052061:Research Support, N.I.H., Extramural; D013485:Research Support, Non-U.S. Gov't					True	True	False
35099338	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35099557	D016428:Journal Article; D013485:Research Support, Non-U.S. Gov't					False	True	False
35099786	D016428:Journal Article					False	False	False
