pmid,query,search_type,page,LastAuthFirstName,LastAuthLastName,FirstAuthLastName,FirstAuthFirstName,gender_last_author,p_last_author_female,p_last_author_male,gender_first_author,p_first_author_female,p_first_author_male,firstauthor_percent_white,firstauthor_percent_black,firstauthor_percent_asian,firstauthor_percent_american_indian_alaskan_native,firstauthor_percent_multi_race,firstauthor_percent_hispanic,lastauthor_percent_white,lastauthor_percent_black,lastauthor_percent_asian,lastauthor_percent_american_indian_alaskan_native,lastauthor_percent_multi_race,lastauthor_percent_hispanic
35338009,Salmonella typhi,pubdate_desc,1,Firdausi,Qadri,Khanam,Farhana,female,0.86,0.14,female,0.99,0.01,(S),0,85.14,0,12.97,(S),11.86,(S),76.69,(S),8.47,1.69
35212491,Salmonella typhi,pubdate_desc,1,Augustin Ephrem,Nkengfack,Fouatio Feudjou,William,male,0.02,0.98,male,0.01,0.99,,,,,,,,,,,,
35608808,Salmonella typhi,pubdate_desc,1,Srinivas,Kantevari,Bangalore,Pavan Kumar,male,0.01,0.99,,,,,,,,,,,,,,,
35608633,Salmonella typhi,pubdate_desc,1,Roberto,Adamo,Del Bino,Linda,male,0.01,0.99,female,0.98,0.02,,,,,,,93.79,0.83,0.57,0.34,1.4,3.06
35489061,Salmonella typhi,pubdate_desc,1,Cheng-Hsun,Chiu,Feng,Ye,,,,male,0.46,0.54,1.85,(S),96.02,(S),1.38,0.69,2.54,(S),92.94,(S),1.85,2.48
35591750,Salmonella typhi,pubdate_desc,1,Russell,Stafford,Dalmau,Marguerite,male,0.02,0.98,female,0.97,0.03,22.94,3.23,0,(S),(S),72.76,81.14,14.72,0.35,0.78,1.53,1.48
35587200,Salmonella typhi,pubdate_desc,1,Santasabuj,Das,Ganguli,Debayan,,,,male,0,1,6.3,0,81.89,(S),11.02,(S),17.32,1.08,72.06,0.23,8,1.31
35579463,Salmonella typhi,pubdate_desc,2,John,Gunn,Hoang,Ky,male,0.01,0.99,male,0.25,0.75,1.39,0.17,95.79,0.07,1.98,0.61,70.45,25.09,0.74,0.55,1.6,1.57
35579416,Salmonella typhi,pubdate_desc,2,Jorge,Galan,Chang,Shu-Jung,male,0.01,0.99,female,1,0,2.28,0.94,90.13,0.02,3.69,2.94,14.88,0.46,2.67,0.45,0.88,80.67
35597090,Salmonella typhi,pubdate_desc,2,Sonu,Gandhi,Mahari,Subhasis,male,0.11,0.89,male,0,1,,,,,,,2.09,0.17,91.74,0.4,4.67,0.93
35568365,Salmonella typhi,pubdate_desc,2,Chowdhury Rafiqul,Ahsan,Barai,Lovely,male,0.09,0.91,female,0.81,0.19,,,,,,,4.89,0.93,84.39,(S),9.26,(S)
35558860,Salmonella typhi,pubdate_desc,2,Bilal Haider,Abbasi,Iqbal,Junaid,male,0.03,0.97,male,0.01,0.99,5.02,(S),78.62,(S),13.48,1.94,32.34,0.31,49.22,0.31,15.39,2.42
29262003,Salmonella typhi,pubdate_desc,2,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
32491445,Salmonella typhi,pubdate_desc,2,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
35491421,Salmonella typhi,pubdate_desc,2,François,Chappuis,Bottieau,Emmanuel,male,0,1,male,0.01,0.99,,,,,,,96.26,(S),(S),0,1.25,1.5
35138654,Salmonella typhi,pubdate_desc,2,C-M,Fang,Loh,F-K,male,0.33,0.67,male,0,1,20.09,1.4,73.86,(S),3.58,(S),3.39,0.49,91.84,0,2.59,1.69
35129256,Salmonella typhi,pubdate_desc,2,Stephen,Obaro,Shittu,Olufunke,male,0.01,0.99,female,0.98,0.02,0,95.45,(S),0,(S),(S),,,,,,
32663462,Shigella sonnei,relevance,1,Serge,Mostowy,Torraca,Vincenzo,male,0.01,0.99,male,0.01,0.99,77.34,0,(S),(S),(S),17.97,98.5,0,(S),0,(S),0
26068698,Shigella sonnei,relevance,1,Stephen,Baker,Thompson,Corinne,male,0.01,0.99,female,0.98,0.02,72.48,22.53,0.44,1.15,1.78,1.62,82.08,13.63,0.45,0.83,1.54,1.47
32880768,Shigella sonnei,relevance,1,Bing,Gu,Zhu,Zuobin,male,0.37,0.63,,,,0.73,(S),97.89,(S),1.12,0.14,1.94,(S),95.13,(S),0.84,1.52
29691072,Shigella sonnei,relevance,1,Guillermo,Ruiz Carrascoso,González Donapetry,Patricia,male,0.01,0.99,female,0.98,0.02,,,,,,,,,,,,
29501823,Shigella sonnei,relevance,1,Hongbin,Song,Ma,Qiuxia,male,0.02,0.98,female,1,0,2.42,0.44,94,0.05,1.76,1.33,2.08,0.39,95.12,0.06,1.91,0.43
33569724,Shigella sonnei,relevance,1,Wesley,Mattheus,Van den Bossche,An,male,0.01,0.99,female,0.6,0.4,,,,,,,88.64,7.58,0,0,(S),(S)
329063,Shigella sonnei,relevance,1,H,Iida,Aikawa,T,male,0.24,0.76,male,0.39,0.61,,,,,,,9.11,0,78.93,0,10,1.96
32031907,Shigella sonnei,relevance,1,Ran,Wang,Shahin,Khashayar,male,0.42,0.58,male,0.01,0.99,77.6,1.31,2.62,0,14.86,3.61,3.25,0.19,94.47,0.03,1.73,0.33
28649137,Shigella sonnei,relevance,1,Shimona,Starling,Starling,Shimona,female,0.89,0.11,female,0.89,0.11,70.74,25.7,0.31,0.48,1.27,1.49,70.74,25.7,0.31,0.48,1.27,1.49
28513559,Shigella sonnei,relevance,1,Yang-Hoon,Kim,Song,Myeong-Sub,male,0,1,,,,2.08,0.39,95.12,0.06,1.91,0.43,2.6,0.36,94.52,0.03,1.99,0.5
27494616,Shigella sonnei,relevance,2,Jharna,Mandal,Das,Ankita,female,1,0,female,0.98,0.02,17.32,1.08,72.06,0.23,8,1.31,17.31,(S),73.39,(S),4.91,2.58
16999876,Shigella sonnei,relevance,2,N,Binsztein,Pichel,M,male,0.41,0.59,female,0.6,0.4,77.47,0,(S),0,(S),19.78,,,,,,
31376513,Shigella sonnei,relevance,2,Junyoung,Kim,Kim,Soojin,male,0.05,0.95,female,0.92,0.08,2.6,0.36,94.52,0.03,1.99,0.5,2.6,0.36,94.52,0.03,1.99,0.5
34280580,Shigella sonnei,relevance,2,Noor,Rahman,Basharat,Zarrin,female,0.73,0.27,female,1,0,,,,,,,10.87,8.42,68.22,0.49,10.65,1.34
30261194,Shigella sonnei,relevance,2,Jiho,Min,Nguyen,Ngoc-Tu,male,0.03,0.97,,,,1.26,0.18,95.93,0.04,2.01,0.58,4.93,0.84,90.81,(S),2.59,(S)
26403725,Shigella sonnei,relevance,2,Yansong,Sun,Wang,Jian,male,0,1,male,0.1,0.9,3.25,0.19,94.47,0.03,1.73,0.33,2.78,0.18,93.46,0.33,2.5,0.76
22627317,Shigella sonnei,relevance,2,Tomohiko,Koibuchi,Okame,Michio,male,0,1,male,0.02,0.98,,,,,,,,,,,,
28333314,Shigella sonnei,relevance,2,Thandavarayan,Ramamurthy,Calcuttawala,Fatema,male,0,1,female,0.99,0.01,,,,,,,2.01,(S),93.96,(S),2.68,0
27489797,Shigella sonnei,relevance,2,Cecilia,Toro,Miranda,Alfonso,female,0.99,0.01,male,0.01,0.99,14.34,0.97,4.08,0.57,1.83,78.2,16.72,1.08,0.82,1.14,0.94,79.29
29879965,Shigella sonnei,relevance,2,Jiyu,Zhang,Zhu,Zhen,female,0.59,0.41,male,0.36,0.64,0.73,(S),97.89,(S),1.12,0.14,0.61,0.09,98.16,0.02,0.96,0.16
35045788,Shigella sonnei,pubdate_desc,1,,,Tsai,Chin-Shiang,,,,,,,1.78,(S),95.09,(S),2.65,0.32,,,,,,
35608550,Shigella sonnei,pubdate_desc,1,Jeffrey,Jenks,Gaufin,Thaidra,male,0.01,0.99,,,,,,,,,,92.13,2.3,0.84,0.87,1.86,2
35435576,Shigella sonnei,pubdate_desc,1,Audino,Podda,De Ryck,Iris,male,0.12,0.88,female,0.98,0.02,,,,,,,,,,,,
35093552,Shigella sonnei,pubdate_desc,1,Layla,Kamareddine,Najjar,Hoda,female,0.98,0.02,female,0.94,0.06,80.06,1.1,1.17,0,13.76,3.92,,,,,,
35546037,Shigella sonnei,pubdate_desc,1,Reihaneh,Hosseinpour Sadeghi,Mamishi,Setareh,female,0.98,0.02,female,0.97,0.03,,,,,,,,,,,,
35527016,Shigella sonnei,pubdate_desc,1,Radwa,Shata,Elkenany,Rasha,female,0.97,0.03,female,0.94,0.06,,,,,,,,,,,,
35482608,Shigella sonnei,pubdate_desc,1,Mehdi,Alizadeh,Pakbin,Babak,male,0.02,0.98,male,0.02,0.98,,,,,,,78.96,(S),(S),(S),15.86,4.21
35488539,Shigella sonnei,pubdate_desc,1,Shoujie,Yu,Liu,J,,,,male,0.14,0.86,1.83,0.15,95.46,0.04,2.06,0.46,1.45,(S),96.22,(S),1.68,0.56
35422342,Shigella sonnei,pubdate_desc,1,Neelam,Taneja,Narayan,Chandradeo,female,0.92,0.08,,,,4.26,1.02,78.6,0.45,14.3,1.36,4.91,0,90.96,0,2.33,1.81
35118580,Shigella sonnei,pubdate_desc,1,Audino,Podda,De Ryck,Iris,male,0.12,0.88,female,0.98,0.02,,,,,,,,,,,,
35378792,Shigella sonnei,pubdate_desc,2,Surya Kant,Kalauni,Khanal,Lekha Nath,male,0.13,0.87,,,,,,,,,,,,,,,
35318352,Shigella sonnei,pubdate_desc,2,Hojjat,Alizadeh,Souri,Zahra,male,0.02,0.98,female,0.98,0.02,59.38,(S),21.88,0,14.84,(S),78.96,(S),(S),(S),15.86,4.21
34978459,Shigella sonnei,pubdate_desc,2,Christoph,Tang,Martyn,Jessica,male,0,1,female,0.98,0.02,91.91,2.7,1.6,0.96,1.09,1.73,2.75,0.62,93.04,0.06,2.54,0.99
35044573,Shigella sonnei,pubdate_desc,2,Zhongwen,Chen,He,Peiyan,male,0,1,female,1,0,2.38,(S),95.47,(S),1.02,0.72,1.68,0.36,95.45,0.02,2,0.49
35193669,Shigella sonnei,pubdate_desc,2,Masoud,Alebouyeh,Sadredinamin,Mehrzad,male,0.01,0.99,male,0.12,0.88,,,,,,,,,,,,
35206082,Shigella sonnei,pubdate_desc,2,Lanwei,Zhang,Jiao,Yuehua,,,,female,0.62,0.38,2.37,(S),95.53,0,1.58,(S),0.61,0.09,98.16,0.02,0.96,0.16
35208889,Shigella sonnei,pubdate_desc,2,Frans,Reubsaet,van den Beld,Maaike,male,0.02,0.98,female,0.99,0.01,,,,,,,,,,,,
33993224,Shigella sonnei,pubdate_desc,2,Louise,Francois Watkins,Gharpure,Radhika,female,0.97,0.03,female,0.96,0.04,,,,,,,,,,,,
35215176,Shigella sonnei,pubdate_desc,2,Paata,Imnadze,Metreveli,Maia,male,0,1,female,0.91,0.09,,,,,,,,,,,,
35135613,Shigella sonnei,pubdate_desc,2,De-Yong,Duan,Zhang,Xue-Ling,,,,,,,0.61,0.09,98.16,0.02,0.96,0.16,17.89,4.21,71.58,(S),(S),3.83
9709046,Staphylococcus aureus,relevance,1,D,Lowy,Lowy,D,male,0.23,0.77,male,0.23,0.77,95.07,0.75,(S),(S),0.97,2.54,95.07,0.75,(S),(S),0.97,2.54
25566513,Staphylococcus aureus,relevance,1,Alexander,Horswill,Lister,Jessica,male,0.01,0.99,female,0.98,0.02,79.55,14.67,0.37,1.43,1.38,2.6,86.34,0,9.69,(S),3.52,(S)
27370344,Staphylococcus aureus,relevance,1,Gérard,Krause,Mehraj,Jaishri,male,0,1,female,0.88,0.12,,,,,,,96.58,0.39,0.51,0.36,0.85,1.3
34678970,Staphylococcus aureus,relevance,1,Virginie,Molle,Ahmad-Mansour,Nour,female,0.98,0.02,female,0.55,0.45,,,,,,,93.7,(S),1.23,(S),1.64,3.15
33921743,Staphylococcus aureus,relevance,1,Lorena,Tuchscherr,Löffler,Bettina,female,0.99,0.01,female,0.98,0.02,,,,,,,,,,,,
30519018,Staphylococcus aureus,relevance,1,Shuyu,Xie,Zhou,Kaixiang,female,0.63,0.37,male,0,1,0.59,0.22,97.96,0.06,0.96,0.22,1.02,(S),97.63,(S),0.85,0.23
21253898,Staphylococcus aureus,relevance,1,B,Radojevič,Melter,O,male,0.32,0.68,male,0.29,0.71,98.95,0,0,(S),0,(S),,,,,,
26137737,Staphylococcus aureus,relevance,1,Juliane,Bubeck Wardenburg,Becker,Russell,female,0.97,0.03,male,0.02,0.98,96.4,0.46,0.45,0.31,1.02,1.38,,,,,,
32627141,Staphylococcus aureus,relevance,1,Wonsik,Lee,Chang,JuOae,male,0,1,,,,2.28,0.94,90.13,0.02,3.69,2.94,40.09,17.41,37.83,1.03,2.3,1.34
27324342,Staphylococcus aureus,relevance,1,Yang,Deng,Xu,Zhenbo,male,0.36,0.64,male,0,1,0.43,(S),98.47,(S),0.79,0.28,1.67,3.35,91.56,(S),2.98,(S)
30872103,Staphylococcus aureus,relevance,2,H,Westh,Becker,K,male,0.24,0.76,male,0.34,0.66,96.4,0.46,0.45,0.31,1.02,1.38,,,,,,
33544504,Staphylococcus aureus,relevance,2,Haike,Antelmann,Linzner,Nico,female,0.76,0.24,male,0.03,0.97,,,,,,,,,,,,
26445995,Staphylococcus aureus,relevance,2,Xiancai,Rao,Rao,Qing,male,0,1,female,0.55,0.45,23.01,0.51,72.22,0.18,3.31,0.77,23.01,0.51,72.22,0.18,3.31,0.77
33136443,Staphylococcus aureus,relevance,2,Potukuchi Venkata Gurunadha Krishna,Sarma,Vudhya Gowrisankar,Yugandhar,,,,male,0,1,,,,,,,13.48,0,83.29,0,3.23,0
15276614,Staphylococcus aureus,relevance,2,Matthew,Holden,Lindsay,Jodi,male,0,1,female,0.8,0.2,75.11,20.51,0.49,0.55,1.76,1.58,78.91,16.9,0.37,0.85,1.55,1.41
30057355,Staphylococcus aureus,relevance,2,Hua-Li,Qin,Mohammed,Yasser Hussein Eissa,,,,,,,12.16,30.21,30.27,0.53,23.66,3.16,0.99,(S),98.02,(S),0.58,(S)
34338626,Staphylococcus aureus,relevance,2,Kátia Regina Netto,Dos Santos,Cardoso Guimarães,Lorrayne,,,,female,0.98,0.02,,,,,,,,,,,,
27482744,Staphylococcus aureus,relevance,2,Pascale,Romby,Bronesky,Delphine,female,0.97,0.03,female,0.98,0.02,,,,,,,,,,,,
30876564,Staphylococcus aureus,relevance,2,Rula,Darwish,Suaifan,Ghadeer,female,0.86,0.14,female,0.89,0.11,,,,,,,69.83,(S),2.02,(S),20.15,7.08
24579452,Staphylococcus aureus,relevance,2,O,Melter,Tkadlec,J,male,0.29,0.71,male,0.14,0.86,,,,,,,98.95,0,0,(S),0,(S)
35572468,Staphylococcus aureus,pubdate_desc,1,D,Worley,Demir,Buket,male,0.32,0.68,female,0.97,0.03,82.75,(S),(S),(S),13.75,2,91.18,5.14,0.33,0.72,1.32,1.3
35508433,Staphylococcus aureus,pubdate_desc,1,Qian,Liu,Zhao,Na,female,0.7,0.3,female,0.72,0.28,0.49,0.1,98.38,0,0.87,0.15,1.83,0.15,95.46,0.04,2.06,0.46
35481455,Staphylococcus aureus,pubdate_desc,1,Qian,Liu,Zhao,Na,female,0.7,0.3,female,0.72,0.28,0.49,0.1,98.38,0,0.87,0.15,1.83,0.15,95.46,0.04,2.06,0.46
35430934,Staphylococcus aureus,pubdate_desc,1,Ahmed,Al-Karmalawy,Ezz Eldin,Rogy,male,0.02,0.98,male,0.24,0.76,,,,,,,,,,,,
35415303,Staphylococcus aureus,pubdate_desc,1,Shuilin,Wu,Luo,Yue,female,0.75,0.25,female,0.6,0.4,1,0.3,97.05,0,1.04,0.6,1.32,0.19,95.94,0.02,2,0.52
35415296,Staphylococcus aureus,pubdate_desc,1,Wei,Tao,Ouyang,Jiang,male,0.28,0.72,male,0.32,0.68,0.66,0,97.74,0,1.6,0,3.24,(S),91.97,(S),3.31,1.11
35387171,Staphylococcus aureus,pubdate_desc,1,Kaiyong,Cai,Hu,Jingwei,male,0,1,male,0.24,0.76,1.72,(S),95.51,(S),1.61,0.9,1.56,0.75,95.96,(S),1.26,(S)
35373683,Staphylococcus aureus,pubdate_desc,1,Yun,Liu,Guo,Ning,female,0.52,0.48,female,0.76,0.24,0.91,(S),97.59,(S),0.92,0.4,1.83,0.15,95.46,0.04,2.06,0.46
35363605,Staphylococcus aureus,pubdate_desc,1,Yicheng,Zhao,Jing,Shisong,male,0.17,0.83,male,0,1,3.36,1.06,93.63,(S),1.77,(S),0.49,0.1,98.38,0,0.87,0.15
35348418,Staphylococcus aureus,pubdate_desc,1,Younes,Asri,Dini,Salome,male,0.02,0.98,female,0.97,0.03,87.38,3.89,0.93,0.93,3.89,2.96,,,,,,
35340817,Staphylococcus aureus,pubdate_desc,2,Jonathan,Sandoe,Caudwell,Jack,male,0.01,0.99,male,0.02,0.98,,,,,,,94.8,0,(S),(S),(S),2.45
35332834,Staphylococcus aureus,pubdate_desc,2,Yan,Chen,Chen,Yiyi,male,0.25,0.75,female,0.68,0.32,1.68,0.36,95.45,0.02,2,0.49,1.68,0.36,95.45,0.02,2,0.49
35198967,Staphylococcus aureus,pubdate_desc,2,Karishma,Pardesi,Kamble,Ekta,female,0.97,0.03,female,0.97,0.03,19.3,7.89,60.53,0,7.02,5.26,,,,,,
35172670,Staphylococcus aureus,pubdate_desc,2,Fei,Zhao,Deng,Xu,male,0.46,0.54,male,0.34,0.66,1.67,3.35,91.56,(S),2.98,(S),0.49,0.1,98.38,0,0.87,0.15
35076352,Staphylococcus aureus,pubdate_desc,2,Beata,Dolka,Szafraniec,Gustaw,female,0.98,0.02,male,0.02,0.98,99.45,(S),0,0,0,(S),,,,,,
35060838,Staphylococcus aureus,pubdate_desc,2,Fangyou,Yu,Wang,Bingjie,,,,female,0.75,0.25,3.25,0.19,94.47,0.03,1.73,0.33,1.45,(S),96.22,(S),1.68,0.56
35044290,Staphylococcus aureus,pubdate_desc,2,Fangyou,Yu,Wang,Xinyi,,,,female,0.91,0.09,3.25,0.19,94.47,0.03,1.73,0.33,1.45,(S),96.22,(S),1.68,0.56
35034585,Staphylococcus aureus,pubdate_desc,2,Robby,Markwart,Ayobami,Olaniyi,male,0.1,0.9,male,0.05,0.95,,,,,,,96.37,(S),(S),0,0,3.11
35030987,Staphylococcus aureus,pubdate_desc,2,Renata,Piccinini,Addis,Filippa,female,0.99,0.01,female,0.96,0.04,93.72,2.13,0.68,0.38,1.63,1.45,93.27,(S),(S),0,1.19,4.95
34991434,Staphylococcus aureus,pubdate_desc,2,Yonghong,Xiao,Jin,Ye,male,0.26,0.74,male,0.46,0.54,1.54,0.27,96.39,0.25,1.2,0.35,0.61,(S),98.55,(S),0.58,0.22
30111577,Streptococcus agalactiae,relevance,1,Matthew,Payne,Furfaro,Lucy,male,0,1,female,0.97,0.03,95.05,1.55,0,1.55,(S),(S),73.69,22.03,0.35,0.54,1.75,1.64
31432465,Streptococcus agalactiae,relevance,1,Carla,Taddei,do Nascimento,Cilicia,female,0.98,0.02,female,0.86,0.14,,,,,,,89.83,(S),0,0,(S),9.55
34964296,Streptococcus agalactiae,relevance,1,Robin,Patel,Cho,Hye-Kyung,male,0.07,0.93,female,1,0,1.79,(S),95.57,(S),1.85,0.65,1.55,0.26,91.37,0.41,5.84,0.57
16172379,Streptococcus agalactiae,relevance,1,Claire,Fraser,Tettelin,Hervé,female,0.97,0.03,male,0,1,,,,,,,81.93,13,0.82,0.63,1.73,1.88
30882311,Streptococcus agalactiae,relevance,1,Henrique,Figueiredo,Leal,Carlos,male,0.01,0.99,male,0.01,0.99,14.17,0.57,0.89,0.27,1.08,83.02,84.66,(S),1.1,(S),9,4.53
30272387,Streptococcus agalactiae,relevance,1,Dunhua,Zhang,Yildirim-Aksoy,Mediha,,,,female,0.96,0.04,,,,,,,0.61,0.09,98.16,0.02,0.96,0.16
31577825,Streptococcus agalactiae,relevance,1,Matthew,Payne,Furfaro,Lucy,male,0,1,female,0.97,0.03,95.05,1.55,0,1.55,(S),(S),73.69,22.03,0.35,0.54,1.75,1.64
32493341,Streptococcus agalactiae,relevance,1,Salama Suhail Mohammed,Al Muhairi,El Tigani-Asil,El Tigani Ahmed,male,0.43,0.57,,,,,,,,,,,,,,,
31331978,Streptococcus agalactiae,relevance,1,Blythe,Janowiak,Walker,Elizabeth,female,0.7,0.3,female,0.99,0.01,61.25,34.17,0.35,0.83,1.8,1.6,95.67,(S),(S),0.77,2.01,0.93
33270923,Streptococcus agalactiae,relevance,1,Shih-Chu,Chen,Sudpraseart,Chiranan,,,,female,1,0,,,,,,,1.68,0.36,95.45,0.02,2,0.49
31715321,Streptococcus agalactiae,relevance,2,Di,Qu,Zheng,Jin-Xin,male,0.41,0.59,,,,0.34,(S),98.36,(S),1.02,0.18,1.1,0.63,95.52,0,1.57,1.18
25699242,Streptococcus agalactiae,relevance,2,Immaculada,Margarit,Rosini,Roberto,female,1,0,male,0.01,0.99,95.24,(S),0,(S),1.79,1.79,72.88,(S),0,0,(S),26.27
31299078,Streptococcus agalactiae,relevance,2,Juan,Feng,Su,Youlu,male,0.02,0.98,,,,1.97,(S),94.03,(S),1.86,1.87,1.85,(S),96.02,(S),1.38,0.69
12451360,Streptococcus agalactiae,relevance,2,S,Watt,Quentin,R,male,0.32,0.68,male,0.35,0.65,84.1,8.79,2.09,(S),(S),2.09,80.96,13.37,1.12,1.01,1.84,1.71
30395999,Streptococcus agalactiae,relevance,2,Meei Mei,Chen,Chou,Chin Cheng,female,0.93,0.07,,,,1.67,(S),94.93,(S),2.3,0.9,1.68,0.36,95.45,0.02,2,0.49
32747604,Streptococcus agalactiae,relevance,2,James,Musser,Zhu,Luchang,male,0.01,0.99,male,0,1,0.73,(S),97.89,(S),1.12,0.14,96.68,0.33,0.37,0.34,1.15,1.12
31651063,Streptococcus agalactiae,relevance,2,J,Yuan,Pu,W,male,0.14,0.86,male,0.22,0.78,6.18,1.97,80.79,0,3.42,7.63,1.37,0.33,95.85,0.11,1.91,0.43
31860180,Streptococcus agalactiae,relevance,2,Giovanna,Rincón,Campo,César Hernán,female,0.99,0.01,,,,67.07,1.65,2.42,0.34,1.14,27.38,,,,,,
30419351,Streptococcus agalactiae,relevance,2,Shaynoor,Dramsi,Périchon,Bruno,,,,male,0.01,0.99,,,,,,,,,,,,
34727007,Streptococcus agalactiae,relevance,2,Yongjie,Liu,Dong,Yuhao,male,0.07,0.93,male,0.09,0.91,4.67,(S),90.46,(S),3.28,1.08,1.83,0.15,95.46,0.04,2.06,0.46
35240933,Streptococcus agalactiae,pubdate_desc,1,Annaliesa,Anderson,Absalon,Judith,female,1,0,female,0.98,0.02,39.18,14.62,26.32,0,2.92,16.96,77.6,18.06,0.48,0.7,1.59,1.58
35468515,Streptococcus agalactiae,pubdate_desc,1,Jinxing,Hu,Ding,Rongcai,male,0.19,0.81,male,0,1,6.52,1,90.53,0,1.4,0.55,1.72,(S),95.51,(S),1.61,0.9
35421382,Streptococcus agalactiae,pubdate_desc,1,Kashif,Prince,Aqib,Amjad Islam,male,0.02,0.98,,,,,,,,,,70.04,24.75,0.5,0.75,1.77,2.2
35177569,Streptococcus agalactiae,pubdate_desc,1,Jeong Hwan,Shin,Um,Sewhan,male,0.35,0.65,male,0.2,0.8,0.92,(S),94.96,(S),3.28,(S),2.72,0.4,94.77,(S),1.7,(S)
35490694,Streptococcus agalactiae,pubdate_desc,1,Daniel,Asrat,Ali,Musa Mohammed,male,0.01,0.99,,,,15.25,21.83,41.9,0.58,17.49,2.95,(S),81.56,0,0,16.31,(S)
35490693,Streptococcus agalactiae,pubdate_desc,1,,,Gonçalves,Bronner,,,,male,0.46,0.54,,,,,,,,,,,,
35446825,Streptococcus agalactiae,pubdate_desc,1,,,Ecclesia,Francesco Giuseppe,,,,,,,,,,,,,,,,,,
35446809,Streptococcus agalactiae,pubdate_desc,1,Alberto,Berardi,Miselli,Francesca,male,0.01,0.99,female,0.99,0.01,,,,,,,96.16,(S),0.42,(S),0.74,2.56
35315084,Streptococcus agalactiae,pubdate_desc,1,Ying-Hui,Wang,Huang,Ai-Guo,female,0.5,0.5,,,,1.03,0.09,96.83,0.02,1.74,0.29,3.25,0.19,94.47,0.03,1.73,0.33
35298837,Streptococcus agalactiae,pubdate_desc,1,Wensheng,Li,Yi,Liyuan,male,0,1,female,0.53,0.47,1.53,(S),95.02,(S),1.89,1.35,1.28,0.12,96.44,0.01,1.4,0.75
35178733,Streptococcus agalactiae,pubdate_desc,2,Chand,Ram,Rani,Sapna,male,0.07,0.93,female,0.98,0.02,4.99,1.28,84.9,(S),8.12,(S),17.1,3.62,54.05,0.69,16.63,7.92
35608349,Streptococcus agalactiae,pubdate_desc,2,Henryka,Lassa,Zastempowska,Ewa,female,0.99,0.01,female,0.98,0.02,,,,,,,97.5,(S),0,0,(S),(S)
35604173,Streptococcus agalactiae,pubdate_desc,2,Mário,Ramirez,Martins,Elisabete,male,0.01,0.99,female,0.98,0.02,78.89,4.69,0.81,0.4,9.6,5.62,4.4,0.29,0.97,0.27,0.4,93.67
35598740,Streptococcus agalactiae,pubdate_desc,2,Po-Tsang,Lee,Nguyen,Tan Phat,male,0,1,,,,1.26,0.18,95.93,0.04,2.01,0.58,40.09,17.41,37.83,1.03,2.3,1.34
35404113,Streptococcus agalactiae,pubdate_desc,2,Glen,Ulett,Goh,Kelvin,male,0.45,0.55,male,0.01,0.99,4.61,(S),88.81,1.41,4.05,(S),59.57,38.3,0,0,(S),(S)
35569427,Streptococcus agalactiae,pubdate_desc,2,Carmen,Paz-Pascual,Nebreda-Martín,Laura,female,0.98,0.02,female,0.98,0.02,,,,,,,,,,,,
35552463,Streptococcus agalactiae,pubdate_desc,2,Helen,McShane,Wilkie,Morven,female,0.98,0.02,female,0.81,0.19,87.04,4.11,0.46,4.66,1.79,1.93,90.64,4.57,1.47,0.19,2.19,0.95
35600002,Streptococcus agalactiae,pubdate_desc,2,James,Berkley,Obiero,Christina,male,0.01,0.99,female,0.98,0.02,,,,,,,68.21,27,0.22,0.78,1.95,1.84
35542985,Streptococcus agalactiae,pubdate_desc,2,Jianmin,Ye,Gao,Along,male,0.18,0.82,male,0.09,0.91,2.02,(S),96.28,(S),1.04,0.44,1.5,(S),96.16,(S),1.59,0.56
31985936,Streptococcus agalactiae,pubdate_desc,2,,,,,female,0.7,0.3,female,0.7,0.3,,,,,,,,,,,,
29248350,Athletic Tape,relevance,1,Matthew,Reneker,Reneker,Jennifer,male,0,1,female,0.98,0.02,96.32,0,(S),(S),(S),(S),96.32,0,(S),(S),(S),(S)
29901599,Athletic Tape,relevance,1,Jung-Hoon,Lee,Choi,Im-Rak,male,0.06,0.94,male,0,1,1.5,0.15,96.46,0.03,1.51,0.35,40.09,17.41,37.83,1.03,2.3,1.34
28617653,Athletic Tape,relevance,1,Matthew,Provencher,Logan,Catherine,male,0,1,female,0.98,0.02,67.08,27.1,0.56,1.06,2.05,2.15,96.45,0.29,0.82,0.19,1.2,1.05
28035911,Athletic Tape,relevance,1,Tuğba Kuru,Çolak,Reyhan,Aycan Çakmak,,,,,,,,,,,,,,,,,,
29087112,Athletic Tape,relevance,1,Sagrario,Pérez de la Cruz,Ortiz Ramírez,Joaquín,female,0.98,0.02,male,0,1,,,,,,,,,,,,
28169413,Athletic Tape,relevance,1,S,Perez-De la Cruz,Ortiz-Ramirez,J,male,0.32,0.68,male,0.14,0.86,,,,,,,,,,,,
21518313,Athletic Tape,relevance,1,Kim,Bennell,Page,Carolyn,female,0.56,0.44,female,0.98,0.02,77.16,18.66,0.48,0.54,1.43,1.73,,,,,,
29925502,Athletic Tape,relevance,1,Kay,Crossley,Collins,Natalie,male,0.4,0.6,female,0.98,0.02,73.92,21.7,0.37,0.75,1.65,1.61,80.4,15.48,0.31,0.87,1.95,1
